,created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet,FechaFormato
241,Mon Feb 22 20:45:00 +0000 2021,Lester R,"@LassoGuillermo @ecuavisa era algo logico, la gente busca bienestar, no odio #ElEcuadorDelEncuentro #LassoPresidente2021",,0,"@lassoguillermo @ecuavisa logico, gente busca bienestar, odio #elecuadordelencuentro #lassopresidente2021", lassoguillermo  ecuavisa logico  gente busca bienestar  odio  elecuadordelencuentro  lassopresidente2021,Feb-22
242,Mon Feb 22 20:44:31 +0000 2021,Lester R,"@LassoGuillermo @ecuavisa muy bien guillermo, llegue a la gente mas humilde, que ellos no tienen ni internet, para… https://t.co/NLvQZC4v8P",,0,"@lassoguillermo @ecuavisa bien guillermo, llegue gente mas humilde, internet, para…", lassoguillermo  ecuavisa bien guillermo  llegue gente mas humilde  internet  para ,Feb-22
243,Mon Feb 22 20:43:25 +0000 2021,Monysa,"RT @QuiteniaDeQuito: @LassoGuillermo Gracias por sus buenas intenciones, futuro señor Presidente del Ecuador, pero la felicidad de cada uno…",,2,"rt @quiteniadequito @lassoguillermo gracias buenas intenciones, futuro señor presidente ecuador, felicidad cada uno…",rt  quiteniadequito  lassoguillermo gracias buenas intenciones  futuro señor presidente ecuador  felicidad cada uno ,Feb-22
244,Mon Feb 22 20:43:22 +0000 2021,Lester R,"@LassoGuillermo sostenga el dialogo SIEMPRE, esto no se arregla con 4 años no mas, debemos fortalecer las bases par… https://t.co/oj2PWq6E1s",,0,"@lassoguillermo sostenga dialogo siempre, arregla 4 años mas, debemos fortalecer bases par…", lassoguillermo sostenga dialogo siempre  arregla 4 años mas  debemos fortalecer bases par ,Feb-22
245,Mon Feb 22 20:42:33 +0000 2021,Lester R,"@LassoGuillermo en la segunda vuelta habra mas respaldo, porque queremos cambiar de corrupcion a progreso… https://t.co/1CjA3xEuAY",,0,"@lassoguillermo segunda vuelta habra mas respaldo, queremos cambiar corrupcion progreso…", lassoguillermo segunda vuelta habra mas respaldo  queremos cambiar corrupcion progreso ,Feb-22
246,Mon Feb 22 20:40:44 +0000 2021,Depurador De Borregos,"@LassoGuillermo @ABorreroVega Excelente eso es lo que el país necesita
#LassoPresidente2021 https://t.co/kDIuzunUWg",,0,@lassoguillermo @aborrerovega excelente país necesita #lassopresidente2021, lassoguillermo  aborrerovega excelente país necesita  lassopresidente2021,Feb-22
247,Mon Feb 22 20:40:29 +0000 2021,Depurador De Borregos,"Excelente eso es lo que el país necesita
#LassoPresidente2021 https://t.co/WbNR5fuNrH https://t.co/kDIuzunUWg",,0,excelente país necesita #lassopresidente2021,excelente país necesita  lassopresidente2021,Feb-22
248,Mon Feb 22 20:39:07 +0000 2021,Lester R,"@LassoGuillermo todos los dias se aprende algo nuevo, la tolerancia es un valor fundamental para el progreso de com… https://t.co/EVClucAYGl",,0,"@lassoguillermo dias aprende nuevo, tolerancia valor fundamental progreso com…", lassoguillermo dias aprende nuevo  tolerancia valor fundamental progreso com ,Feb-22
249,Mon Feb 22 20:38:03 +0000 2021,Lester R,"@LassoGuillermo @ABorreroVega medidas inmediatas para situaciones urgentes, van bien estimados #ElEcuadorDelEncuentro #LassoPresidente2021",,0,"@lassoguillermo @aborrerovega medidas inmediatas situaciones urgentes, van bien estimados #elecuadordelencuentro #lassopresidente2021", lassoguillermo  aborrerovega medidas inmediatas situaciones urgentes  van bien estimados  elecuadordelencuentro  lassopresidente2021,Feb-22
250,Mon Feb 22 20:37:18 +0000 2021,Lester R,"@LassoGuillermo haga realidad este sueño por favor, el cambio tiene que ser ahora ams que nunca #ElEcuadorDelEncuentro #LassoPresidente2021",,0,"@lassoguillermo haga realidad sueño favor, cambio ser ahora ams nunca #elecuadordelencuentro #lassopresidente2021", lassoguillermo haga realidad sueño favor  cambio ser ahora ams nunca  elecuadordelencuentro  lassopresidente2021,Feb-22
251,Mon Feb 22 20:37:09 +0000 2021,Depurador De Borregos,"@Emilian92116928 @LassoGuillermo @ecuarauz @MashiRafael No gracias
#LassoPresidente2021
#correanuncamas https://t.co/gjtwEujFKI",,0,@emilian92116928 @lassoguillermo @ecuarauz @mashirafael gracias #lassopresidente2021 #correanuncamas, emilian92116928  lassoguillermo  ecuarauz  mashirafael gracias  lassopresidente2021  correanuncamas,Feb-22
252,Mon Feb 22 20:35:51 +0000 2021,Maritza,"@LassoGuillermo Gracias por sus buenas intenciones, futuro señor Presidente del Ecuador, pero la felicidad de cada… https://t.co/Pc3pFMaTeV",,2,"@lassoguillermo gracias buenas intenciones, futuro señor presidente ecuador, felicidad cada…", lassoguillermo gracias buenas intenciones  futuro señor presidente ecuador  felicidad cada ,Feb-22
253,Mon Feb 22 20:33:44 +0000 2021,Romo,RT @johnnyandino1: @eluniversocom #LassoPresidente2021 https://t.co/9UdKJVdwAq,,10,rt @johnnyandino1 @eluniversocom #lassopresidente2021,rt  johnnyandino1  eluniversocom  lassopresidente2021,Feb-22
254,Mon Feb 22 20:27:56 +0000 2021,AmmK,"@JuanPHidalgoC @LassoGuillermo #elecuadordelencuentro
#LassoPresidente2021",,0,@juanphidalgoc @lassoguillermo #elecuadordelencuentro #lassopresidente2021, juanphidalgoc  lassoguillermo  elecuadordelencuentro  lassopresidente2021,Feb-22
255,Mon Feb 22 20:23:54 +0000 2021,Ismael Castillo 🐍,"RT @QuiteniaDeQuito: Aráuz en entrevista enTeleamazonas dice que los ecuatorianos estamos hartos del neoliberalismo.
Jajaja de lo que estam…",,6,rt @quiteniadequito aráuz entrevista enteleamazonas dice ecuatorianos hartos neoliberalismo jajaja estam…,rt  quiteniadequito aráuz entrevista enteleamazonas dice ecuatorianos hartos neoliberalismo jajaja estam ,Feb-22
256,Mon Feb 22 20:18:43 +0000 2021,CREO Panamá,@juanflores18 @LassoGuillermo @ABorreroVega @CREOEcuador @jovenesCREO @CesarMongeO @Nathie_Arias @JorgePintoD… https://t.co/AMojPMEG4J,,0,@juanflores18 @lassoguillermo @aborrerovega @creoecuador @jovenescreo @cesarmongeo @nathie_arias @jorgepintod…, juanflores18  lassoguillermo  aborrerovega  creoecuador  jovenescreo  cesarmongeo  nathie arias  jorgepintod ,Feb-22
257,Mon Feb 22 20:09:07 +0000 2021,katarysw,"RT @Tiguesita: @LassoGuillermo por favor atender. Esto no es un juego. Hay que ganar, no estamos  para tibiezas. Y si no pueden me avisan…",,1,"rt @tiguesita @lassoguillermo favor atender juego ganar, tibiezas si pueden avisan…",rt  tiguesita  lassoguillermo favor atender juego ganar  tibiezas si pueden avisan ,Feb-22
258,Mon Feb 22 20:07:56 +0000 2021,mariachi_mi_tierra_g,"Ante los últimos eventos sólo puedo decir que el pueblo ecuatoriano no necesita limosna necesita trabajo, apoyo par… https://t.co/cSxGX6AWzA",,0,"últimos eventos sólo puedo decir pueblo ecuatoriano necesita limosna necesita trabajo, apoyo par…",últimos eventos sólo puedo decir pueblo ecuatoriano necesita limosna necesita trabajo  apoyo par ,Feb-22
259,Mon Feb 22 20:02:20 +0000 2021,BEATRIZ ALVARADO,@ecuadorenvivo Yo si le creo #LassoPresidente2021,,0,@ecuadorenvivo si creo #lassopresidente2021, ecuadorenvivo si creo  lassopresidente2021,Feb-22
260,Mon Feb 22 19:53:01 +0000 2021,Tiguesita,"@LassoGuillermo por favor atender. Esto no es un juego. Hay que ganar, no estamos  para tibiezas. Y si no pueden me… https://t.co/9vfN0EBYqf","{'id': '000da1a228db0cf7', 'url': 'https://api.twitter.com/1.1/geo/id/000da1a228db0cf7.json', 'place_type': 'city', 'name': 'Duran', 'full_name': 'Duran, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-79.8787349963633, -2.33914999872494], [-79.6793150000681, -2.33914999872494], [-79.6793150000681, -2.09438299938001], [-79.8787349963633, -2.09438299938001]]]}, 'attributes': {}}",1,"@lassoguillermo favor atender juego ganar, tibiezas si pueden me…", lassoguillermo favor atender juego ganar  tibiezas si pueden me ,Feb-22
261,Mon Feb 22 19:48:38 +0000 2021,MARCOS FLORES C Ⓜ,Con esta escena ganó un Oscar el gran Al Pacino en un discurso sobre INTEGRIDAD. Los invito a mirar que Lasso es el… https://t.co/Vx2m2NArz0,,8,escena ganó oscar gran pacino discurso integridad invito mirar lasso el…,escena ganó oscar gran pacino discurso integridad invito mirar lasso el ,Feb-22
262,Mon Feb 22 19:18:52 +0000 2021,Angel,RT @andreaarroyo23: #LassoPresidente2021 🇪🇨💪🏻,,18,rt @andreaarroyo23 #lassopresidente2021 🇪🇨💪🏻,rt  andreaarroyo23  lassopresidente2021     ,Feb-22
263,Mon Feb 22 19:13:56 +0000 2021,Ꭰ.,"Excelente!!! Esas son las acciones prioritarias que se necesitan 

#LassoPresidente2021 https://t.co/o1UhKqiImy",,0,excelente acciones prioritarias necesitan #lassopresidente2021,excelente acciones prioritarias necesitan  lassopresidente2021,Feb-22
264,Mon Feb 22 18:59:12 +0000 2021,Milena Velástegüi Auz,"Escuche a @LassoGuillermo y es justo lo que necesitamos 
Debemos recordar quienes somos ... la inspiración de los l… https://t.co/eGUsiSv4cN",,0,escuche @lassoguillermo justo necesitamos debemos recordar inspiración l…,escuche  lassoguillermo justo necesitamos debemos recordar inspiración l ,Feb-22
265,Mon Feb 22 18:58:25 +0000 2021,UnaMejorCiudad,"Dice q no aceptará el acuerdo con el FMI, el gran financista es Asia. Al buen entendedor... No veo q contemple reac… https://t.co/yttfdLRO0M",,0,"dice q aceptará acuerdo fmi, gran financista asia buen entendedor veo q contemple reac…",dice q aceptará acuerdo fmi  gran financista asia buen entendedor veo q contemple reac ,Feb-22
266,Mon Feb 22 18:26:43 +0000 2021,Rina Campain,La vacunación contra #covid es fundamental para mejorar la calidad de vida de los ecuatorianos y reactivar la econo… https://t.co/5Dgr4Jp2DY,,6,vacunación #covid fundamental mejorar calidad vida ecuatorianos reactivar econo…,vacunación  covid fundamental mejorar calidad vida ecuatorianos reactivar econo ,Feb-22
267,Mon Feb 22 18:23:25 +0000 2021,vsm 🇪🇨,"RT @alegriasc50: #LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2…",,1,rt @alegriasc50 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2…,rt  alegriasc50  lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2 ,Feb-22
268,Mon Feb 22 18:20:26 +0000 2021,fernando salazar,RT @Marcosjfc7: Cifras que no podemos olvidar de lo que nos dejó el progresismo y socialismo del siglo XXI. #LassoPresidente2021 https://t.…,,1,rt @marcosjfc7 cifras podemos olvidar dejó progresismo socialismo siglo xxi #lassopresidente2021,rt  marcosjfc7 cifras podemos olvidar dejó progresismo socialismo siglo xxi  lassopresidente2021,Feb-22
269,Mon Feb 22 18:17:38 +0000 2021,_tonny04🤍,Sr.@LassoGuillermo como ví en su entrevista en Ecuavisa y quiere dialogar para saber cómo va ser con las universida… https://t.co/2TsxrtMpYx,,0,sr@lassoguillermo ví entrevista ecuavisa quiere dialogar saber cómo va ser universida…,sr lassoguillermo ví entrevista ecuavisa quiere dialogar saber cómo va ser universida ,Feb-22
270,Mon Feb 22 18:09:14 +0000 2021,Pacita✨,RT @andressaucay: Lunes con L de: #LassoPresidente2021 💪🏽🇪🇨,,2,rt @andressaucay lunes l #lassopresidente2021 💪🏽🇪🇨,rt  andressaucay lunes l  lassopresidente2021     ,Feb-22
271,Mon Feb 22 18:03:12 +0000 2021,Eduardo Duran,@JuanPHidalgoC @LassoGuillermo @MaJosBaqueroC @ByronEspinel21 @DelgadoAlfredoJ @d_luzarraga @karenthaly_ Asi es ami… https://t.co/eIWITS358o,,0,@juanphidalgoc @lassoguillermo @majosbaqueroc @byronespinel21 @delgadoalfredoj @d_luzarraga @karenthaly_ asi ami…, juanphidalgoc  lassoguillermo  majosbaqueroc  byronespinel21  delgadoalfredoj  d luzarraga  karenthaly  asi ami ,Feb-22
272,Mon Feb 22 17:58:40 +0000 2021,Bloque Legislativo CREO 21,"#ElEcuadorDelEncuentro 🇪🇨 es un país donde todos los ecuatorianos puedan conversar, opinar y complementarse. Juntos… https://t.co/uskBO6wr2a",,9,"#elecuadordelencuentro 🇪🇨 país ecuatorianos puedan conversar, opinar complementarse juntos…", elecuadordelencuentro    país ecuatorianos puedan conversar  opinar complementarse juntos ,Feb-22
273,Mon Feb 22 17:48:37 +0000 2021,Lucas PERREIRO,"#LassoPresidente2021 
#LassoPresidente2021 
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021… https://t.co/CPhJOmPxfP",,0,#lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021…, lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021 ,Feb-22
274,Mon Feb 22 17:36:24 +0000 2021,Lucas PERREIRO,Algun correista por ahi me explica algo mas que no sea feriado bancario? Y tambien ¿porque es mejor que les den pla… https://t.co/ZFujTX4T36,,0,algun correista ahi explica mas feriado bancario? tambien ¿porque mejor den pla…,algun correista ahi explica mas feriado bancario  tambien  porque mejor den pla ,Feb-22
275,Mon Feb 22 17:35:33 +0000 2021,Jhonny Fernando Bonilla,#LassoPresidente2021 https://t.co/xPWGJfYL5w,,0,#lassopresidente2021, lassopresidente2021,Feb-22
276,Mon Feb 22 17:32:46 +0000 2021,@narcymaya2,"@malariash @PatiDBlacio @CesarMongeO 🤣🤣🤣🤣🤣 si no ayudan que NO estorben!! 
#LassoPresidente2021 https://t.co/FWqcT21kH2",,0,@malariash @patidblacio @cesarmongeo 🤣🤣🤣🤣🤣 si ayudan estorben #lassopresidente2021, malariash  patidblacio  cesarmongeo       si ayudan estorben  lassopresidente2021,Feb-22
277,Mon Feb 22 17:32:39 +0000 2021,MARCOS FLORES C Ⓜ,Cifras que no podemos olvidar de lo que nos dejó el progresismo y socialismo del siglo XXI. #LassoPresidente2021 https://t.co/aDD7QkwbmP,,1,cifras podemos olvidar dejó progresismo socialismo siglo xxi #lassopresidente2021,cifras podemos olvidar dejó progresismo socialismo siglo xxi  lassopresidente2021,Feb-22
278,Mon Feb 22 17:31:38 +0000 2021,Alegria Sols 🇪🇨,"#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021… https://t.co/keFtxU3kM1",,1,#lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021…, lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021 ,Feb-22
279,Mon Feb 22 17:25:58 +0000 2021,Mónica Z.,@LuisAndrade55 @LoloMino En todo caso @LassoGuillermo está dispuesto a entender y a dialogar. !… https://t.co/rahxCPLdlA,,0,@luisandrade55 @lolomino caso @lassoguillermo dispuesto entender dialogar …, luisandrade55  lolomino caso  lassoguillermo dispuesto entender dialogar  ,Feb-22
280,Mon Feb 22 17:23:48 +0000 2021,Nathalia,"RT @CesarMongeO: Acompáñenme mañana en @LaPosta_Ecu, donde analizaremos la coyuntura política y la segunda vuelta. Los espero.
.
.
.
#Lasso…",,23,"rt @cesarmongeo acompáñenme mañana @laposta_ecu, analizaremos coyuntura política segunda vuelta espero #lasso…",rt  cesarmongeo acompáñenme mañana  laposta ecu  analizaremos coyuntura política segunda vuelta espero  lasso ,Feb-22
281,Mon Feb 22 17:08:26 +0000 2021,LisMolina,@LassoGuillermo #LassoPresidente2021,,0,@lassoguillermo #lassopresidente2021, lassoguillermo  lassopresidente2021,Feb-22
282,Mon Feb 22 16:50:57 +0000 2021,Cesmen,RT @FelixPilcoGye: La UNIDAD que impulsa @LassoGuillermo es el único camino para salir de la crisis. #ElEcuadorDelEncuentro es ese mecanism…,,21,rt @felixpilcogye unidad impulsa @lassoguillermo único camino salir crisis #elecuadordelencuentro mecanism…,rt  felixpilcogye unidad impulsa  lassoguillermo único camino salir crisis  elecuadordelencuentro mecanism ,Feb-22
283,Mon Feb 22 16:46:37 +0000 2021,enrique salguero alv,"RT @Panama_CREO21: Estamos oficialmente en segunda vuelta, desde este momento concentraremos todos nuestros esfuerzos para ir en busca del…",,9,"rt @panama_creo21 oficialmente segunda vuelta, momento concentraremos esfuerzos ir busca del…",rt  panama creo21 oficialmente segunda vuelta  momento concentraremos esfuerzos ir busca del ,Feb-22
284,Mon Feb 22 16:44:23 +0000 2021,Depurador De Borregos,"@LassoGuillermo @ecuavisa Es oficial el candidato del cambio va segunda vuelta, tiene todo nuestro respaldo futuro… https://t.co/x5GBxHMzpJ",,0,"@lassoguillermo @ecuavisa oficial candidato cambio va segunda vuelta, respaldo futuro…", lassoguillermo  ecuavisa oficial candidato cambio va segunda vuelta  respaldo futuro ,Feb-22
285,Mon Feb 22 16:43:29 +0000 2021,Movimiento CREO Ecuador,"🎙Esta noche entrevista en @CNNEE 

#LassoPresidente2021 https://t.co/K9m74HvfHY",,38,🎙esta noche entrevista @cnnee #lassopresidente2021, esta noche entrevista  cnnee  lassopresidente2021,Feb-22
286,Mon Feb 22 16:38:52 +0000 2021,@Siri_YG,RT @CesarMongeO: ¡Segunda vuelta! Vamos con fe y determinación por el cambio que el país y los ecuatorianos necesitan. Vamos @LassoGuillerm…,,94,rt @cesarmongeo segunda vuelta vamos fe determinación cambio país ecuatorianos necesitan vamos @lassoguillerm…,rt  cesarmongeo segunda vuelta vamos fe determinación cambio país ecuatorianos necesitan vamos  lassoguillerm ,Feb-22
287,Mon Feb 22 16:33:00 +0000 2021,mabelmorilloe,"El gobierno que busque trabajar de manera honesta con el sector privado, de forma clara, con confianza y demostrand… https://t.co/ozSSVPDqia",,0,"gobierno busque trabajar manera honesta sector privado, forma clara, confianza demostrand…",gobierno busque trabajar manera honesta sector privado  forma clara  confianza demostrand ,Feb-22
288,Mon Feb 22 16:28:07 +0000 2021,E∂µ ѺrєʆʆαNα™,"@LassoGuillermo  la única y mejor opción para sacar a nuestro país adelante, con un futuro mejor y opciones laboral… https://t.co/a2QjVTbZtZ",,0,"@lassoguillermo única mejor opción sacar país adelante, futuro mejor opciones laboral…", lassoguillermo única mejor opción sacar país adelante  futuro mejor opciones laboral ,Feb-22
289,Mon Feb 22 14:58:24 +0000 2021,Geovanna 🌺🇪🇨❤️,RT @rinachavezm: Para no perder la costumbre #LassoPresidente2021,,1,rt @rinachavezm perder costumbre #lassopresidente2021,rt  rinachavezm perder costumbre  lassopresidente2021,Feb-22
290,Mon Feb 22 14:49:39 +0000 2021,Gabriel Rivera Rodríguez,RT @CesarMongeO: Mañana y el domingo estaremos listos para cumplir con lo que todo aspirante a la Presidencia debe hacer...¡Dar la cara y d…,,24,rt @cesarmongeo mañana domingo listos cumplir aspirante presidencia debe hacerdar cara d…,rt  cesarmongeo mañana domingo listos cumplir aspirante presidencia debe hacerdar cara d ,Feb-22
291,Mon Feb 22 14:44:14 +0000 2021,Suarez,"RT @JuanPHidalgoC: A las 2:45Am se CONFIRMÓ que @LassoGuillermo va a segunda vuelta.

¡La voluntad popular ha sido respetada y @LassoGuille…",,52,rt @juanphidalgoc 245am confirmó @lassoguillermo va segunda vuelta voluntad popular sido respetada @lassoguille…,rt  juanphidalgoc 245am confirmó  lassoguillermo va segunda vuelta voluntad popular sido respetada  lassoguille ,Feb-22
292,Mon Feb 22 14:37:11 +0000 2021,Cristian Guadalupe,Ahora q el ladrón sale bravo y a reclamar q porq quieren hacer auditoría deberían apoyar todos los candidatos lásti… https://t.co/emuHfdd2si,,0,ahora q ladrón sale bravo reclamar q porq quieren hacer auditoría deberían apoyar candidatos lásti…,ahora q ladrón sale bravo reclamar q porq quieren hacer auditoría deberían apoyar candidatos lásti ,Feb-22
